"Categorical","Categorical","IGNORE","Output regression","IGNORE","Categorical","Categorical","Categorical","Categorical","IGNORE"
145,3,2013-01-09,10013,1526,1,1,0,0,9.21173939288989
146,3,2013-01-09,6749,587,1,1,0,0,8.81729778386658
147,3,2013-01-09,8171,886,1,1,0,0,9.00846895593751
148,3,2013-01-09,8578,823,1,1,0,0,9.05707263557296
149,3,2013-01-09,6686,521,1,1,0,0,8.80792062205398
150,3,2013-01-09,7297,751,1,1,0,0,8.89535561699639
151,3,2013-01-09,5927,612,1,1,0,0,8.68744216697592
152,3,2013-01-09,6123,662,1,1,0,0,8.71997075677757
153,3,2013-01-09,8483,682,1,1,0,0,9.04593731568457
154,3,2013-01-09,7405,608,1,1,0,1,8.91004576147356
155,3,2013-01-09,7398,613,1,1,0,0,8.90910013492555
156,3,2013-01-09,8266,814,1,1,0,0,9.02002696525268
157,3,2013-01-09,9281,870,1,1,0,0,9.13583231980112
158,3,2013-01-09,7135,447,1,1,0,0,8.87290767425985
159,3,2013-01-09,8968,744,1,1,0,0,9.101529466118
160,3,2013-01-09,5239,504,1,1,0,1,8.56407677731509
161,3,2013-01-09,6218,719,1,1,0,0,8.73536440110389
162,3,2013-01-09,8275,543,1,1,0,1,9.02111503886543
163,3,2013-01-09,9674,1095,1,1,0,0,9.17730051789798
164,3,2013-01-09,7625,733,1,1,0,0,8.93931874041751
165,3,2013-01-09,4431,463,1,1,0,0,8.39660622842712
166,3,2013-01-09,5568,694,1,1,0,0,8.62497078358967
167,3,2013-01-09,10482,1145,1,1,0,0,9.25751017645257
168,3,2013-01-09,8053,748,1,1,0,0,8.9939241414114
169,3,2013-01-09,7740,664,1,1,0,0,8.95428615720471
170,3,2013-01-09,4763,458,1,1,0,0,8.46884293047519
171,3,2013-01-09,8457,851,1,1,0,0,9.04286801803243
172,3,2013-01-09,6715,861,1,1,0,0,8.81224801819743
173,3,2013-01-09,9725,1139,1,1,0,0,9.18255799096373
174,3,2013-01-09,5882,446,1,1,0,0,8.67982211486446
175,3,2013-01-09,5154,615,1,1,0,0,8.54772239645106
176,3,2013-01-09,5840,636,1,1,0,0,8.67265729404031
177,3,2013-01-09,4890,618,1,1,0,0,8.49515206053936
178,3,2013-01-09,10342,984,1,1,0,0,9.2440652413778
179,3,2013-01-09,5544,716,1,1,0,0,8.62065189978447
180,3,2013-01-09,6691,789,1,1,0,0,8.80866806210672
181,3,2013-01-09,6844,701,1,1,0,0,8.83127373772255
182,3,2013-01-09,4396,337,1,1,0,1,8.38867776918081
183,3,2013-01-09,4642,579,1,1,0,0,8.44311598801992
184,3,2013-01-09,7373,560,1,1,0,0,8.90571557879409
185,3,2013-01-09,6080,472,1,1,0,0,8.71292443512011
186,3,2013-01-09,4607,394,1,1,0,0,8.43554920237573
187,3,2013-01-09,5458,625,1,1,0,0,8.60502090178176
188,3,2013-01-09,5188,417,1,1,0,0,8.55429627936774
189,3,2013-01-09,9401,847,1,1,0,0,9.14867771158408
190,3,2013-01-09,7903,715,1,1,0,0,8.9751242394277
191,3,2013-01-09,6790,700,1,1,0,0,8.82335348511379
192,3,2013-01-09,5502,380,1,1,0,0,8.61304867705976
193,3,2013-01-09,7301,1034,1,1,0,0,8.89590356221558
194,3,2013-01-09,4403,399,1,1,0,0,8.39026849784257
195,3,2013-01-09,10629,1242,1,1,0,0,9.27143547133599
196,3,2013-01-09,5604,738,1,1,0,0,8.63141433550626
197,3,2013-01-09,8191,957,1,1,0,0,9.01091334727929
198,3,2013-01-09,3648,389,1,1,0,0,8.20220843643645
199,3,2013-01-09,6971,560,1,1,0,0,8.84965740663991
200,3,2013-01-09,6567,828,1,1,0,0,8.78996465113226
201,3,2013-01-09,4791,373,1,1,0,0,8.47470313979528
202,3,2013-01-09,4530,388,1,1,0,1,8.41869794466714
203,3,2013-01-09,6691,920,1,1,0,0,8.80866806210672
204,3,2013-01-09,5961,580,1,1,0,0,8.69316127423802
205,3,2013-01-09,7197,936,1,1,0,0,8.88155848863898
206,3,2013-01-09,4738,523,1,1,0,0,8.46358142196759
207,3,2013-01-09,11141,1257,1,1,0,0,9.31847703058076
208,3,2013-01-09,3328,424,1,1,0,0,8.11042723757502
209,3,2013-01-09,5249,542,1,1,0,0,8.56598335558567
210,3,2013-01-09,3456,337,1,1,0,0,8.14815643992162
211,3,2013-01-09,13806,1564,1,1,0,0,9.53293098891615
212,3,2013-01-09,5357,524,1,1,0,0,8.58634605010455
213,3,2013-01-09,7504,535,1,1,0,0,8.92332474406756
214,3,2013-01-09,10481,626,1,1,0,0,9.25741477936211
215,3,2013-01-09,6140,483,1,1,0,0,8.7227428743294
216,3,2013-01-09,6718,831,1,1,0,0,8.81269461292015
217,3,2013-01-09,4141,592,1,1,0,0,8.32893404195553
218,3,2013-01-09,7063,991,1,1,0,0,8.8627667422838
219,3,2013-01-09,2734,344,1,1,0,0,7.91388671485608
220,3,2013-01-09,4980,656,1,1,0,0,8.51338595307328
221,3,2013-01-09,5148,490,1,1,0,0,8.54655780004614
222,3,2013-01-09,5263,585,1,1,0,0,8.56864647300515
223,3,2013-01-09,7512,781,1,1,0,0,8.92439013236916
224,3,2013-01-09,6028,434,1,1,0,0,8.70433643848941
225,3,2013-01-09,5337,521,1,1,0,0,8.58260632996447
226,3,2013-01-09,8620,791,1,1,0,1,9.06195636620992
227,3,2013-01-09,6393,567,1,1,0,0,8.76311532961979
228,3,2013-01-09,7009,531,1,1,0,0,8.85509298002864
229,3,2013-01-09,8519,674,1,1,0,0,9.05017161982336
230,3,2013-01-09,7080,868,1,1,0,0,8.86517041965177
231,3,2013-01-09,4498,390,1,1,0,0,8.41161042884117
232,3,2013-01-09,0,0,0,1,0,0,0
233,3,2013-01-09,9641,1004,1,1,0,1,9.17388383496557
234,3,2013-01-09,11356,969,1,1,0,0,9.33758957289165
235,3,2013-01-09,6825,519,1,1,0,1,8.82849412946665
236,3,2013-01-09,7670,903,1,1,0,0,8.9452022639593
237,3,2013-01-09,4657,586,1,1,0,0,8.44634145044429
238,3,2013-01-09,7784,1139,1,1,0,0,8.9599540842681
239,3,2013-01-09,3990,363,1,1,0,0,8.29179710504873
240,3,2013-01-09,5044,504,1,1,0,0,8.52615293278771
241,3,2013-01-09,6770,675,1,1,0,0,8.82040406548565
242,3,2013-01-09,4292,369,1,1,0,1,8.36474106822456
243,3,2013-01-09,7839,1030,1,1,0,0,8.96699411334445
244,3,2013-01-09,5125,530,1,1,0,0,8.54208090692402
245,3,2013-01-09,6681,792,1,1,0,1,8.8071726229167
246,3,2013-01-09,7082,934,1,1,0,0,8.86545282575362
247,3,2013-01-09,8019,630,1,1,0,1,8.98969370086056
248,3,2013-01-09,8164,1050,1,1,0,0,9.00761200540457
249,3,2013-01-09,4715,491,1,1,0,0,8.45871626165726
250,3,2013-01-09,7479,590,1,1,0,1,8.91998807096852
251,3,2013-01-09,19129,2293,1,1,0,0,9.8590130624343
252,3,2013-01-09,12727,884,1,1,0,0,9.45155957001762
253,3,2013-01-09,5213,636,1,1,0,0,8.55910259449345
254,3,2013-01-09,2633,233,1,1,0,0,7.87625888230323
255,3,2013-01-09,6140,631,1,1,0,0,8.7227428743294
256,3,2013-01-09,10010,1215,1,1,0,0,9.21143976741948
257,3,2013-01-09,6634,778,1,1,0,0,8.80011394676631
258,3,2013-01-09,6115,484,1,1,0,0,8.71866356704895
259,3,2013-01-09,7446,1780,1,1,0,1,8.91556654571064
260,3,2013-01-09,6424,851,1,1,0,0,8.76795190976342
261,3,2013-01-09,16183,1040,1,1,0,0,9.69177837884758
262,3,2013-01-09,19113,2926,1,1,0,0,9.85817632982613
263,3,2013-01-09,3015,312,1,1,0,0,8.01168672912785
264,3,2013-01-09,8544,1126,1,1,0,0,9.05310159554969
265,3,2013-01-09,5565,555,1,1,0,0,8.62443194208584
266,3,2013-01-09,5847,641,1,1,0,0,8.67385500142962
267,3,2013-01-09,8168,923,1,1,0,0,9.00810178134187
268,3,2013-01-09,5409,645,1,1,0,0,8.59600437184053
269,3,2013-01-09,8973,1108,1,1,0,0,9.10208678653593
270,3,2013-01-09,8917,1107,1,1,0,0,9.09582698518742
271,3,2013-01-09,9332,952,1,1,0,0,9.14131178556575
272,3,2013-01-09,6577,630,1,1,0,1,8.791486026749
273,3,2013-01-09,6816,598,1,1,0,0,8.82717477136278
274,3,2013-01-09,1676,517,1,1,0,1,7.42476176182321
275,3,2013-01-09,8600,828,1,1,0,0,9.05963375455148
276,3,2013-01-09,4576,592,1,1,0,0,8.42879904065364
277,3,2013-01-09,7456,581,1,1,0,0,8.9169084675438
278,3,2013-01-09,7115,775,1,1,0,0,8.87010104878573
279,3,2013-01-09,8011,587,1,1,0,0,8.98869569678571
280,3,2013-01-09,5917,492,1,1,0,0,8.68575383296015
281,3,2013-01-09,5519,512,1,1,0,0,8.61613313927114
282,3,2013-01-09,4760,668,1,1,0,0,8.46821300919452
283,3,2013-01-09,7888,788,1,1,0,0,8.97322466309509
284,3,2013-01-09,6495,516,1,1,0,0,8.77894188184151
285,3,2013-01-09,4714,421,1,1,0,1,8.45850419506756
286,3,2013-01-09,6146,522,1,1,0,0,8.72371943690701
287,3,2013-01-09,8351,839,1,1,0,0,9.03025631012242
288,3,2013-01-09,5903,404,1,1,0,0,8.68338536628031
289,3,2013-01-09,5159,481,1,1,0,1,8.54869185847561
290,3,2013-01-09,6860,656,1,1,0,0,8.83360848269089
291,3,2013-01-09,9207,977,1,1,0,0,9.12782795040172
292,3,2013-01-09,6436,765,1,1,0,0,8.76981787205262
293,3,2013-01-09,6859,831,1,1,0,0,8.83346272071993
294,3,2013-01-09,5627,762,1,1,0,1,8.63550941823428
295,3,2013-01-09,5117,657,1,1,0,0,8.54051901671973
296,3,2013-01-09,7478,775,1,1,0,1,8.91985437219167
297,3,2013-01-09,7632,754,1,1,0,0,8.94023623179847
298,3,2013-01-09,9159,694,1,1,0,0,9.12260145766818
299,3,2013-01-09,4573,449,1,1,0,0,8.42814337458273
300,3,2013-01-09,6347,731,1,1,0,1,8.7558950816463
301,3,2013-01-09,5700,619,1,1,0,0,8.64839687703158
302,3,2013-01-09,4072,330,1,1,0,1,8.31213510764841
303,3,2013-01-09,7659,798,1,1,0,0,8.94376726273464
304,3,2013-01-09,6997,1018,1,1,0,0,8.85337967292763
305,3,2013-01-09,3785,347,1,1,0,1,8.23906533176927
306,3,2013-01-09,5083,512,1,1,0,0,8.53385363230935
307,3,2013-01-09,2812,322,1,1,0,0,7.94200680848986
308,3,2013-01-09,14123,1085,1,1,0,0,9.55563075704828
309,3,2013-01-09,8303,625,1,1,0,0,9.02449260540567
310,3,2013-01-09,8633,730,1,1,0,0,9.06346317611542
311,3,2013-01-09,6737,724,1,1,0,1,8.8155184239665
312,3,2013-01-09,5776,517,1,1,0,1,8.66163979578127
313,3,2013-01-09,7190,711,1,1,0,0,8.88058552310249
314,3,2013-01-09,4788,504,1,1,0,0,8.47407690034261
315,3,2013-01-09,4065,411,1,1,0,0,8.31041499418829
316,3,2013-01-09,8650,759,1,1,0,0,9.06543020018037
317,3,2013-01-09,5817,576,1,1,0,0,8.66871183905515
318,3,2013-01-09,8350,743,1,1,0,0,9.03013657115323
319,3,2013-01-09,7783,797,1,1,0,0,8.95982562386584
320,3,2013-01-09,13538,1861,1,1,0,0,9.51332968849511
321,3,2013-01-09,6820,598,1,1,0,0,8.82776136765472
322,3,2013-01-09,6059,635,1,1,0,0,8.70946507906336
323,3,2013-01-09,6912,567,1,1,0,0,8.84115897594526
324,3,2013-01-09,7190,918,1,1,0,0,8.88058552310249
325,3,2013-01-09,7434,648,1,1,0,0,8.91395385889425
326,3,2013-01-09,4284,337,1,1,0,0,8.36287583103188
327,3,2013-01-09,7141,869,1,1,0,0,8.87374812815439
328,3,2013-01-09,4060,496,1,1,0,0,8.3091845276863
329,3,2013-01-09,6724,581,1,1,0,0,8.81358720447004
330,3,2013-01-09,3214,357,1,1,0,0,8.07558263667172
331,3,2013-01-09,6741,902,1,1,0,0,8.81611189579401
332,3,2013-01-09,4343,584,1,1,0,0,8.37655086161377
333,3,2013-01-09,10292,1259,1,1,0,0,9.23921933152656
334,3,2013-01-09,5849,576,1,1,0,0,8.6741969402259
335,3,2013-01-09,16528,3004,1,1,0,0,9.71287169291735
336,3,2013-01-09,15299,2094,1,1,0,1,9.63560810738053
337,3,2013-01-09,3470,300,1,1,0,1,8.15219801586179
338,3,2013-01-09,8690,692,1,1,0,1,9.07004328643746
339,3,2013-01-09,0,0,0,1,0,0,0
340,3,2013-01-09,6669,705,1,1,0,0,8.80537513890967
341,3,2013-01-09,4285,625,1,1,0,0,8.36310917603352
342,3,2013-01-09,12349,877,1,1,0,0,9.42141134205612
343,3,2013-01-09,7129,682,1,1,0,0,8.87206651340834
344,3,2013-01-09,8752,1101,1,1,0,0,9.07715177773244
345,3,2013-01-09,5012,556,1,1,0,0,8.5197898172635
346,3,2013-01-09,5618,496,1,1,0,0,8.6339089911122
347,3,2013-01-09,4265,331,1,1,0,0,8.3584318990313
348,3,2013-01-09,8255,760,1,1,0,0,9.01869548772134
349,3,2013-01-09,0,0,0,1,0,0,0
350,3,2013-01-09,6436,438,1,1,0,1,8.76981787205262
351,3,2013-01-09,4629,397,1,1,0,0,8.44031214708028
352,3,2013-01-09,7131,617,1,1,0,0,8.87234697898303
353,3,2013-01-09,2979,970,1,1,0,0,7.99967857949945
354,3,2013-01-09,8232,634,1,1,0,0,9.01590574729843
355,3,2013-01-09,9154,1007,1,1,0,0,9.12205545710861
356,3,2013-01-09,4498,349,1,1,0,0,8.41161042884117
357,3,2013-01-09,9387,1147,1,1,0,0,9.14718755697091
358,3,2013-01-09,10682,1099,1,1,0,0,9.27640897194589
359,3,2013-01-09,6556,561,1,1,0,0,8.78828846026362
360,3,2013-01-09,7447,753,1,1,0,0,8.9157008189569
361,3,2013-01-09,5899,627,1,1,0,0,8.68270762989381
362,3,2013-01-09,8860,1096,1,1,0,1,9.0894149040473
363,3,2013-01-09,6983,904,1,1,0,0,8.85137709751944
364,3,2013-01-09,2245,358,1,1,0,0,7.71690613529839
365,3,2013-01-09,5708,575,1,1,0,0,8.64979915596426
366,3,2013-01-09,6643,665,1,1,0,0,8.80146947073318
367,3,2013-01-09,5697,536,1,1,0,0,8.64787051505785
368,3,2013-01-09,9966,685,1,1,0,0,9.20703491496746
369,3,2013-01-09,7312,535,1,1,0,1,8.89740886527095
370,3,2013-01-09,8564,609,1,1,0,0,9.05543941075822
371,3,2013-01-09,7586,555,1,1,0,1,8.93419153533807
372,3,2013-01-09,7669,668,1,1,0,0,8.9450718943613
373,3,2013-01-09,3941,272,1,1,0,0,8.27944348771267
374,3,2013-01-09,6859,827,1,1,0,0,8.83346272071993
375,3,2013-01-09,11777,878,1,1,0,0,9.37398866350452
376,3,2013-01-09,10382,1087,1,1,0,0,9.24792513230345
377,3,2013-01-09,5763,763,1,1,0,0,8.65938695711941
378,3,2013-01-09,4195,624,1,1,0,0,8.34188696951619
379,3,2013-01-09,4090,485,1,1,0,0,8.3165447179294
380,3,2013-01-09,15490,1347,1,1,0,0,9.64801448910636
381,3,2013-01-09,9263,1073,1,1,0,0,9.13389119981278
382,3,2013-01-09,8231,635,1,1,0,0,9.01578427751389
383,3,2013-01-09,15774,2045,1,1,0,1,9.66618168740941
384,3,2013-01-09,9358,984,1,1,0,0,9.14409372615726
385,3,2013-01-09,8112,702,1,1,0,0,9.00122299239506
386,3,2013-01-09,9718,739,1,1,0,0,9.18183801150347
387,3,2013-01-09,11281,1354,1,1,0,0,9.33096381429992
388,3,2013-01-09,9541,984,1,1,0,0,9.16345838607605
389,3,2013-01-09,11179,1334,1,1,0,0,9.32188174670909
390,3,2013-01-09,12982,1106,1,1,0,0,9.47139608836025
391,3,2013-01-09,5142,616,1,1,0,0,8.54539184577492
392,3,2013-01-09,7112,668,1,1,0,0,8.86967937473351
393,3,2013-01-09,5418,522,1,1,0,0,8.59766657556611
394,3,2013-01-09,7639,547,1,1,0,1,8.94115288216057
395,3,2013-01-09,3613,470,1,1,0,0,8.19257047115217
396,3,2013-01-09,10084,1112,1,1,0,0,9.21880445038831
397,3,2013-01-09,4373,574,1,1,0,0,8.38343320123671
398,3,2013-01-09,5405,598,1,1,0,0,8.59526472683639
399,3,2013-01-09,5821,604,1,1,0,0,8.66939912430557
400,3,2013-01-09,10858,1367,1,1,0,0,9.2927495082169
401,3,2013-01-09,7585,749,1,1,0,0,8.93405972224884
402,3,2013-01-09,6003,618,1,1,0,0,8.70018119275335
403,3,2013-01-09,7579,706,1,1,0,0,8.93326847863642
404,3,2013-01-09,0,0,0,1,0,0,0
405,3,2013-01-09,5624,525,1,1,0,0,8.63497622707262
406,3,2013-01-09,4293,339,1,1,0,0,8.36497397843873
407,3,2013-01-09,3796,309,1,1,0,0,8.2419665602318
408,3,2013-01-09,5175,453,1,1,0,0,8.55178783618074
409,3,2013-01-09,5087,523,1,1,0,1,8.53464010501996
410,3,2013-01-09,7620,904,1,1,0,0,8.93866287366612
411,3,2013-01-09,8539,644,1,1,0,1,9.05251628678262
412,3,2013-01-09,8789,567,1,1,0,0,9.08136999067922
413,3,2013-01-09,7074,928,1,1,0,0,8.86432272251144
414,3,2013-01-09,5360,404,1,1,0,1,8.58690580382754
415,3,2013-01-09,5618,440,1,1,0,0,8.6339089911122
416,3,2013-01-09,10314,1276,1,1,0,0,9.24135442550535
417,3,2013-01-09,8929,887,1,1,0,0,9.09717167387054
418,3,2013-01-09,6421,569,1,1,0,0,8.76748487464946
419,3,2013-01-09,5664,916,1,1,0,0,8.64206217346211
420,3,2013-01-09,4116,371,1,1,0,0,8.3228800217699
421,3,2013-01-09,7961,921,1,1,0,0,8.98243550356026
422,3,2013-01-09,4641,474,1,1,0,0,8.44290058683438
423,3,2013-01-09,9259,1348,1,1,0,0,9.13345932764022
424,3,2013-01-09,6574,687,1,1,0,0,8.79102985704596
425,3,2013-01-09,2470,356,1,1,0,0,7.81237820598861
426,3,2013-01-09,5710,666,1,1,0,0,8.65014941866486
427,3,2013-01-09,10538,925,1,1,0,0,9.26283794093394
428,3,2013-01-09,6347,485,1,1,0,0,8.7558950816463
429,3,2013-01-09,5308,415,1,1,0,0,8.57715877258367
430,3,2013-01-09,7710,603,1,1,0,0,8.95040315983296
431,3,2013-01-09,8113,836,1,1,0,0,9.00134624376639
432,3,2013-01-09,10750,1537,1,1,0,0,9.28275405248523
433,3,2013-01-09,5662,598,1,1,0,0,8.6417090661138
434,3,2013-01-09,8835,623,1,1,0,0,9.08658956454001
435,3,2013-01-09,3380,414,1,1,0,0,8.12592680270789
436,3,2013-01-09,6077,681,1,1,0,0,8.71243097347674
437,3,2013-01-09,6794,618,1,1,0,0,8.82394232658524
438,3,2013-01-09,5133,513,1,1,0,0,8.54364036143109
439,3,2013-01-09,7472,903,1,1,0,0,8.91905180393029
440,3,2013-01-09,5215,587,1,1,0,0,8.55948610360649
441,3,2013-01-09,5106,576,1,1,0,0,8.53836742664764
442,3,2013-01-09,3946,421,1,1,0,0,8.28071107566285
443,3,2013-01-09,6026,493,1,1,0,0,8.70400465348304
444,3,2013-01-09,10720,1250,1,1,0,0,9.27995971385624
445,3,2013-01-09,6457,922,1,1,0,0,8.77307495131822
446,3,2013-01-09,4893,660,1,1,0,0,8.49576524400262
447,3,2013-01-09,5496,615,1,1,0,0,8.61195776786066
448,3,2013-01-09,8404,737,1,1,0,0,9.03658204584272
449,3,2013-01-09,13631,1650,1,1,0,1,9.5201752490691
450,3,2013-01-09,8632,1004,1,1,0,0,9.06334734823552
451,3,2013-01-09,5345,467,1,1,0,1,8.58410389669886
452,3,2013-01-09,6471,583,1,1,0,0,8.77524045873833
453,3,2013-01-09,6340,694,1,1,0,0,8.75479176370003
454,3,2013-01-09,7294,923,1,1,0,0,8.89494446095689
455,3,2013-01-09,5256,384,1,1,0,0,8.56731580081945
456,3,2013-01-09,5913,818,1,1,0,0,8.68507770041242
457,3,2013-01-09,4331,365,1,1,0,0,8.37378460812088
458,3,2013-01-09,6931,615,1,1,0,1,8.8439036508355
459,3,2013-01-09,9189,1120,1,1,0,0,9.12587121534973
460,3,2013-01-09,4004,332,1,1,0,0,8.29529885950246
461,3,2013-01-09,5124,508,1,1,0,0,8.54188580400661
462,3,2013-01-09,5048,630,1,1,0,0,8.52694548285892
463,3,2013-01-09,6714,1132,1,1,0,0,8.81209910895734
464,3,2013-01-09,9194,1133,1,1,0,0,9.12641513703842
465,3,2013-01-09,7548,574,1,1,0,1,8.92917038313962
466,3,2013-01-09,7391,734,1,1,0,0,8.90815361332152
467,3,2013-01-09,10225,1184,1,1,0,0,9.23268877563994
468,3,2013-01-09,5866,706,1,1,0,0,8.67709870892586
469,3,2013-01-09,11958,1532,1,1,0,0,9.38923941196881
470,3,2013-01-09,13274,1723,1,1,0,0,9.49363784611014
471,3,2013-01-09,7291,544,1,1,0,0,8.89453313579855
472,3,2013-01-09,5408,716,1,1,0,0,8.59581951187143
473,3,2013-01-09,3561,474,1,1,0,0,8.17807746384961
474,3,2013-01-09,7949,782,1,1,0,0,8.98092720764838
475,3,2013-01-09,6114,920,1,1,0,0,8.71850004812127
476,3,2013-01-09,7200,835,1,1,0,0,8.88197518424887
477,3,2013-01-09,6819,469,1,1,0,0,8.82761475083751
478,3,2013-01-09,7257,764,1,1,0,0,8.88985958777302
479,3,2013-01-09,11364,1250,1,1,0,0,9.33829373628664
480,3,2013-01-09,5512,692,1,1,0,0,8.61486421858968
481,3,2013-01-09,4001,353,1,1,0,1,8.29454951514368
482,3,2013-01-09,7607,891,1,1,0,0,8.93695560422523
483,3,2013-01-09,5366,692,1,1,0,0,8.58802437217683
484,3,2013-01-09,7492,578,1,1,0,0,8.92172453036431
485,3,2013-01-09,3725,340,1,1,0,0,8.22309055116153
486,3,2013-01-09,3657,465,1,1,0,0,8.20467182895081
487,3,2013-01-09,7318,668,1,1,0,0,8.89822898560123
488,3,2013-01-09,3451,375,1,1,0,0,8.14670905220332
489,3,2013-01-09,8252,746,1,1,0,0,9.01833204959268
490,3,2013-01-09,8681,1144,1,1,0,0,9.06900719585954
491,3,2013-01-09,5899,446,1,1,0,0,8.68270762989381
492,3,2013-01-09,8114,1164,1,1,0,0,9.00146947994869
493,3,2013-01-09,7354,678,1,1,0,0,8.90313563303554
494,3,2013-01-09,8392,1152,1,1,0,0,9.03515330408283
495,3,2013-01-09,5519,362,1,1,0,0,8.61613313927114
496,3,2013-01-09,7349,828,1,1,0,0,8.90245559220688
497,3,2013-01-09,9373,1129,1,1,0,1,9.14569517848265
498,3,2013-01-09,7248,926,1,1,0,0,8.88861880730088
499,3,2013-01-09,6712,759,1,1,0,0,8.81180122393875
500,3,2013-01-09,3878,297,1,1,0,0,8.26333266743997
501,3,2013-01-09,6796,751,1,1,0,0,8.82423661734664
502,3,2013-01-09,10758,1407,1,1,0,1,9.28349789259391
503,3,2013-01-09,6700,464,1,1,0,0,8.81001204797317
504,3,2013-01-09,6226,909,1,1,0,0,8.73664995487245
505,3,2013-01-09,5050,643,1,1,0,0,8.52734152246805
506,3,2013-01-09,8809,973,1,1,0,0,9.08364271893022
507,3,2013-01-09,8360,623,1,1,0,0,9.03133331615006
508,3,2013-01-09,6288,623,1,1,0,0,8.7465573545435
509,3,2013-01-09,7034,568,1,1,0,1,8.85865296954849
510,3,2013-01-09,9023,863,1,1,0,0,9.10764297373784
511,3,2013-01-09,5159,762,1,1,0,0,8.54869185847561
512,3,2013-01-09,0,0,0,1,0,0,0
513,3,2013-01-09,17909,2021,1,1,0,0,9.79311449505476
514,3,2013-01-09,5518,589,1,1,0,0,8.6159519634395
515,3,2013-01-09,8430,632,1,1,0,0,9.03967066792268
516,3,2013-01-09,5403,693,1,1,0,0,8.59489469908009
517,3,2013-01-09,0,0,0,1,0,1,0
518,3,2013-01-09,5808,465,1,1,0,0,8.66716371799253
519,3,2013-01-09,5498,552,1,1,0,0,8.61232153650781
520,3,2013-01-09,3889,398,1,1,0,0,8.26616443661249
521,3,2013-01-09,5300,394,1,1,0,0,8.57565076098781
522,3,2013-01-09,8083,604,1,1,0,0,8.99764207852351
523,3,2013-01-09,17487,2019,1,1,0,0,9.76927021041632
524,3,2013-01-09,7624,783,1,1,0,0,8.93918760147561
525,3,2013-01-09,9983,843,1,1,0,0,9.20873909060921
526,3,2013-01-09,11836,1628,1,1,0,0,9.37898549795389
527,3,2013-01-09,9564,855,1,1,0,0,9.16586588187435
528,3,2013-01-09,11952,917,1,1,0,0,9.38873757187798
529,3,2013-01-09,7202,669,1,1,0,0,8.88225288488936
530,3,2013-01-09,2282,310,1,1,0,0,7.7332456465298
531,3,2013-01-09,4729,571,1,1,0,0,8.46168048148598
532,3,2013-01-09,11117,1323,1,1,0,0,9.31632069551342
533,3,2013-01-09,8368,844,1,1,0,0,9.03228968203287
534,3,2013-01-09,9885,667,1,1,0,0,9.1988748938669
535,3,2013-01-09,8296,874,1,1,0,0,9.02364928266429
536,3,2013-01-09,7373,743,1,1,0,0,8.90571557879409
537,3,2013-01-09,4997,534,1,1,0,0,8.5167931113949
538,3,2013-01-09,4084,592,1,1,0,0,8.3150770072941
539,3,2013-01-09,11598,1199,1,1,0,0,9.35867416648188
540,3,2013-01-09,4534,318,1,1,0,0,8.41958036254924
541,3,2013-01-09,6293,807,1,1,0,0,8.74735207762435
542,3,2013-01-09,6883,622,1,1,0,0,8.83695515733143
543,3,2013-01-09,4545,355,1,1,0,1,8.42200300441249
544,3,2013-01-09,17539,2176,1,1,0,0,9.77223926592617
545,3,2013-01-09,11171,987,1,1,0,0,9.32116592706507
546,3,2013-01-09,12312,1424,1,1,0,0,9.41841089379287
547,3,2013-01-09,5977,398,1,1,0,0,8.69584134284388
548,3,2013-01-09,4229,335,1,1,0,1,8.34995727204032
549,3,2013-01-09,4503,515,1,1,0,0,8.41272116981953
550,3,2013-01-09,4009,353,1,1,0,1,8.29654652030061
551,3,2013-01-09,6241,925,1,1,0,0,8.73905592283072
552,3,2013-01-09,10164,792,1,1,0,1,9.22670572606245
553,3,2013-01-09,4718,461,1,1,0,0,8.45935219172639
554,3,2013-01-09,3431,404,1,1,0,0,8.14089846060785
555,3,2013-01-09,5223,485,1,1,0,0,8.56101867095627
556,3,2013-01-09,7309,822,1,1,0,0,8.89699855274382
557,3,2013-01-09,4445,684,1,1,0,0,8.39976009452414
558,3,2013-01-09,3206,428,1,1,0,0,8.07309119969315
559,3,2013-01-09,6628,899,1,1,0,0,8.79920924224139
560,3,2013-01-09,0,0,0,1,0,0,0
561,3,2013-01-09,7055,684,1,1,0,0,8.86163359768663
562,3,2013-01-09,18885,2989,1,1,0,0,9.84617618582301
563,3,2013-01-09,5405,652,1,1,0,0,8.59526472683639
564,3,2013-01-09,4644,399,1,1,0,0,8.44354665124794
565,3,2013-01-09,6706,825,1,1,0,0,8.81090703609974
566,3,2013-01-09,4434,454,1,1,0,0,8.39728289474368
567,3,2013-01-09,5899,720,1,1,0,0,8.68270762989381
568,3,2013-01-09,3751,307,1,1,0,1,8.23004431012611
569,3,2013-01-09,4597,691,1,1,0,0,8.43337670532313
570,3,2013-01-09,6444,863,1,1,0,0,8.77105991537329
571,3,2013-01-09,7320,554,1,1,0,0,8.89850220964664
572,3,2013-01-09,6478,561,1,1,0,0,8.77632145644996
573,3,2013-01-09,5362,432,1,1,0,0,8.58727879898293
574,3,2013-01-09,8294,640,1,1,0,0,9.02340820262454
575,3,2013-01-09,6896,576,1,1,0,0,8.83884181343129
576,3,2013-01-09,7053,954,1,1,0,0,8.861350110796
577,3,2013-01-09,4845,582,1,1,0,0,8.48590890137647
578,3,2013-01-09,8046,646,1,1,0,0,8.99305463014613
579,3,2013-01-09,8838,827,1,1,0,0,9.08692902706095
